city,country,latitude,longitude,wiki_title,wiki_content
Rennes,France,48.1113387,-1.6800198,Rennes,"Rennes (French pronunciation: [ʁɛn] ; Breton: Roazhon [ˈrwɑːõn]; Gallo: Resnn; Latin: Condate Redonum) is a city in the east of Brittany in northwestern France at the confluence of the rivers Ille and Vilaine. Rennes is the prefecture of the region of Brittany, as well as the Ille-et-Vilaine department. In 2017, the urban area had a population of 357,327 inhabitants, and the larger metropolitan area had 739,974 inhabitants. The inhabitants of Rennes are called Rennais (masculine) or Rennaises (feminine) in French.
Rennes's history goes back more than 2,000 years to a time when it was a small Gallic village named Condate. Together with Vannes and Nantes, it was one of the major cities of the ancient Duchy of Brittany. From the early sixteenth century until the French Revolution, Rennes was a parliamentary, administrative and garrison city of the historic province of Brittany in the Kingdom of France, as evidenced by its 17th-century Parliament's Palace. Rennes played an important role in the Stamped Paper Revolt (Revolt of the papier timbré) in 1675. After the destructive fire of 1720, the medieval wooden center of the city was partially rebuilt in stone. Remaining mostly rural until the Second World War, Rennes underwent significant development in the twentieth century.
Since the 1950s, Rennes has grown in importance through rural flight and modern industrial development, partly in the automotive sector. The city developed extensive building plans to accommodate upwards of 200,000 inhabitants. During the 1980s, Rennes became one of the main centres in telecommunication and high-tech industry. It is now a significant digital innovation centre in France. In 2002, Rennes became the smallest city in the world to have a Metro line.
Labeled a city of art and history, it has preserved an important medieval and classical heritage within its historic center, with over 90 buildings protected as historic monuments. Home to more than 66,000 students in 2016, it is also the eighth-largest university campus of France. In 2018, L'Express named Rennes as ""the most liveable city in France"".

"
Frankfurt,Germany,50.1106444,8.6820917,Frankfurt,"Frankfurt am Main (German: [ˈfʁaŋkfʊʁt ʔam ˈmaɪn] ; lit. ""Frank ford on the Main"") is the most populous city in the German state of Hesse. Its 773,068 inhabitants as of 2022 make it the fifth-most populous city in Germany, and it is the only city in the country rated as an ""alpha world city"" according to GaWC. Located in the foreland of the Taunus on its namesake Main, it forms a continuous conurbation with the neighbouring city of Offenbach am Main and its urban area has a population of over 2.3 million. The city is the heart of the larger Rhine-Main metropolitan region, which has a population of more than 5.8 million and is Germany's second-largest metropolitan region after the Rhine-Ruhr region and the fourth biggest metropolitan region by GDP in the European Union. Frankfurt is home to the European Central Bank, one of the institutional seats of the European Union, while Frankfurt's central business district lies about 90 km (56 mi) northwest of the geographic center of the EU at Gadheim in Lower Franconia. Like France and Franconia, the city is named after the Franks. Frankfurt is the largest city in the Rhenish Franconian dialect area.
Frankfurt was a city state, the Free City of Frankfurt, for nearly five centuries, and was one of the most important cities of the Holy Roman Empire, as a site of Imperial coronations; it lost its sovereignty upon the collapse of the empire in 1806, regained it in 1815 and then lost it again in 1866, when it was annexed (though neutral) by the Kingdom of Prussia. It has been part of the state of Hesse since 1945. Frankfurt is culturally, ethnically and religiously diverse, with half of its population, and a majority of its young people, having a migrant background. A quarter of the population consists of foreign nationals, including many expatriates. In 2015, Frankfurt was home to 1,909 ultra high-net-worth individuals, the sixth-highest number of any city. As of 2023, Frankfurt is the 13th-wealthiest city in the world and the second-wealthiest city in Europe (after London).
Frankfurt is a global hub for commerce, culture, education, tourism and transportation, and is the site of many global and European corporate headquarters. Due to its central location in the former West Germany, Frankfurt Airport became the busiest in Germany, one of the busiest in the world, the airport with the most direct routes in the world, and the primary hub for Lufthansa, the national airline of Germany and Europe's largest airline. Frankfurt Central Station is Germany's second-busiest railway station after Hamburg Hbf, and Frankfurter Kreuz is the most-heavily used interchange in the EU. Frankfurt is one of the major financial centers of the European continent, with the headquarters of the European Central Bank, Deutsche Bundesbank, Frankfurt Stock Exchange, Deutsche Bank, DZ Bank, KfW, Commerzbank, DekaBank, Helaba, several cloud and fintech startups, and other institutes. Automotive, technology and research, services, consulting, media and creative industries complement the economic base. Frankfurt's DE-CIX is the world's largest internet exchange point. Messe Frankfurt is one of the world's largest trade fairs. Major fairs include the Music Fair and the Frankfurt Book Fair, the world's largest book fair. With 108 consulates, among which the largest is the US Consulate General, Frankfurt is second to New York City among non-capital cities in regards to consulate seats.
Frankfurt is home to influential educational institutions, including the Goethe University with the Universitätsklinikum Frankfurt (de) (Hesse's largest hospital), the FUAS, the FUMPA, and graduate schools like the FSFM. The city is one of two seats of the German National Library (alongside Leipzig), the largest library in the German-speaking countries and one of the largest in the world. Its renowned cultural venues include the concert hall Alte Oper, continental Europe's largest English theater and many museums, 26 of which line up along the Museum Embankment, including the Städel, the Liebieghaus, the German Film Museum (de), the Senckenberg Natural Museum, the Goethe House and the Schirn art venue. Frankfurt's skyline is shaped by some of Europe's tallest skyscrapers, which has led to the term Mainhattan. The city has many notable green areas and parks, including the Wallanlagen, Volkspark Niddatal, Grüneburgpark, the City Forest, two major botanical gardens (the Palmengarten and the Botanical Garden Frankfurt) and the Frankfurt Zoo. Frankfurt is the seat of the German Football Association (Deutscher Fußball-Bund – DFB), is home to the first division association football club Eintracht Frankfurt, the Löwen Frankfurt ice hockey team, and the basketball club Frankfurt Skyliners, and is the venue of the Frankfurt Marathon and the Ironman Germany.

"
Prague,Czech Republic,50.0874654,14.4212535,Prague,"Prague ( PRAHG; Czech: Praha [ˈpraɦa] ) is the capital and largest city of the Czech Republic and the historical capital of Bohemia. On the Vltava river, Prague is home to about 1.4 million people. The city has a temperate oceanic climate, with relatively warm summers and chilly winters.
Prague is a political, cultural, and economic hub of central Europe, with a rich history and Romanesque, Gothic, Renaissance and Baroque architectures. It was the capital of the Kingdom of Bohemia and residence of several Holy Roman Emperors, most notably Charles IV (r. 1346–1378) and Rudolf II (r. 1575–1611).
It was an important city to the Habsburg monarchy and Austro-Hungarian Empire. The city played major roles in the Bohemian and the Protestant Reformations, the Thirty Years' War and in 20th-century history as the capital of Czechoslovakia between the World Wars and the post-war Communist era.
Prague is home to a number of well-known cultural attractions, many of which survived the violence and destruction of 20th-century Europe. Main attractions include Prague Castle, Charles Bridge, Old Town Square with the Prague astronomical clock, the Jewish Quarter, Petřín hill and Vyšehrad. Since 1992, the historic center of Prague has been included in the UNESCO list of World Heritage Sites.
The city has more than ten major museums, along with numerous theatres, galleries, cinemas, and other historical exhibits. An extensive modern public transportation system connects the city. It is home to a wide range of public and private schools, including Charles University in Prague, the oldest university in Central Europe.
Prague is classified as an ""Alpha-"" global city according to GaWC studies. In 2019, the city was ranked as 69th most livable city in the world by Mercer. In the same year, the PICSA Index ranked the city as 13th most livable city in the world. Its rich history makes it a popular tourist destination and as of 2017, the city receives more than 8.5 million international visitors annually. In 2017, Prague was listed as the fifth most visited European city after London, Paris, Rome, and Istanbul."
Niš,Serbia,43.3211301,21.8959232,Niš,"Niš (; Serbian Cyrillic: Ниш, Serbian pronunciation: [nîːʃ] ; names in other languages), less often spelled in English as Nish, is the third largest city in Serbia and the administrative center of the Nišava District. It is located in the southern part of Serbia. According to the 2011 census, the city proper has a population of 182,797, while its administrative area (City of Niš) has a population of 260,237 inhabitants.
Several Roman emperors were born in Niš or used it as a residence: Constantine the Great, the first Christian emperor and the founder of Constantinople, Constantius III, Constans, Vetranio, Julian, Valentinian I, Valens; and Justin I. Emperor Claudius Gothicus decisively defeated the Goths at the Battle of Naissus (present-day Niš). Later playing a prominent role in the history of the Byzantine Empire, the city's past would earn it the nickname Imperial City.
After about 400 years of Ottoman rule, the city was liberated in 1878 and became part of the Principality of Serbia, though not without great bloodshed—remnants of which can be found throughout the city. Today, Niš is one of the most important economic centers in Serbia, especially in the electronics, mechanical engineering, textile, and tobacco industries. Constantine the Great Airport is Niš's international airport. The city is also the seat of the University of Niš, the Eparchy of Niš and the Command of Serbian Army.
In 2013, the city was host to the celebration of 1700 years of Constantine's Edict of Milan."
The Hague,Netherlands,52.0799838,4.3113461,The Hague,"The Hague is the capital city of the South Holland province of the Netherlands. With a population of over half a million, it is the third-largest city in the Netherlands. Situated on the west coast facing the North Sea, The Hague is the country's administrative centre and its seat of government, and while the official capital of the Netherlands is Amsterdam, The Hague has been described as the country's de facto capital since the time of the Dutch Republic.
The Hague is the core municipality of the Greater The Hague urban area containing over 800,000 residents, and is also part of the Rotterdam–The Hague metropolitan area, which, with a population of approximately 2.6 million, is the largest metropolitan area of the Netherlands. The city is also part of the Randstad region, one of the largest conurbations in Europe.
The Hague is the seat of the Cabinet, the States General, the Supreme Court, and the Council of State of the Netherlands. King Willem-Alexander officially lives in the Huis ten Bosch and works at the Noordeinde Palace together with Queen Máxima. Most foreign embassies in the Netherlands are in the city. The Hague is also home to the headquarters of many Dutch companies, with Shell plc having major offices in the city as well. The Royal Library of the Netherlands is also located there. The Hague's coastal area includes the popular seaside resort Scheveningen.
The Hague is known as the home of international law and arbitration. The International Court of Justice, the main judicial arm of the United Nations, is in the city, as are the International Criminal Court, the Permanent Court of Arbitration, the Organisation for the Prohibition of Chemical Weapons, Europol, and approximately 200 other international governmental organizations. The name ""The Hague"" is commonly used as a totum pro parte to refer to either of the international courts that reside in the city."
Inverness,United Kingdom,57.4790124,-4.225739,Inverness,"Inverness ( ; Scots: Innerness; from the Scottish Gaelic: Inbhir Nis [iɲɪɾʲˈniʃ], meaning ""Mouth of the River Ness"") is a city in the Scottish Highlands, having been granted city status in 2000. It is the administrative centre for The Highland Council and is regarded as the capital of the Highlands.
Historically it served as the county town of the county of Inverness-shire. Inverness lies near two important battle sites: the 11th-century battle of Blàr nam Fèinne against Norway which took place on the Aird, and the 18th century Battle of Culloden which took place on Culloden Moor. It is the northernmost city in the United Kingdom and lies within the Great Glen (Gleann Mòr) at its northeastern extremity where the River Ness enters the Beauly Firth. At the latest, a settlement was established by the 6th century with the first royal charter being granted by Dabíd mac Maíl Choluim (King David I) in the 12th century. Inverness and Inverness-shire are closely linked to various influential clans, including Clan Mackintosh, Clan Fraser and Clan MacKenzie.
The population of Inverness grew from 40,969 in 2001 to 46,969 in 2012, according to World Population Review. The Greater Inverness area, including Culloden and Westhill, had a population of 56,969 in 2012. In 2016, it had a population of 63,320. Inverness is one of Europe's fastest growing cities, with a quarter of the Highland population living in or around it. In 2008, Inverness was ranked fifth out of 189 British cities for its quality of life, the highest of any Scottish city."
Vatican City,Vatican City,41.9034912,12.4528349,Vatican City,"Vatican City ( ), officially the Vatican City State (Italian: Stato della Città del Vaticano; Latin: Status Civitatis Vaticanae), is a landlocked sovereign country, city-state, microstate, and enclave within Rome, Italy. It became independent from Italy in 1929 with the Lateran Treaty, and it is a distinct territory under ""full ownership, exclusive dominion, and sovereign authority and jurisdiction"" of the Holy See, itself a sovereign entity under international law, which maintains the city-state's temporal power and governance, diplomatic, and spiritual independence. The Vatican is also a metonym for the pope, Holy See, and Roman Curia. 
With an area of 49 hectares (121 acres) and as of 2023 a population of about 764, it is the smallest state in the world both by area and by population. As governed by the Holy See, Vatican City State is an ecclesiastical or sacerdotal-monarchical state ruled by the Pope, who is the bishop of Rome and head of the Catholic Church. The highest state functionaries are all Catholic clergy of various origins. After the Avignon Papacy (1309–1377) the popes have mainly resided at the Apostolic Palace within what is now Vatican City, although at times residing instead in the Quirinal Palace in Rome or elsewhere.
The Holy See dates back to early Christianity and is the principal episcopal see of the Catholic Church, which has approximately 1.329 billion baptised Catholics in the world as of 2018 in the Latin Church and 23 Eastern Catholic Churches. The independent state of Vatican City, on the other hand, came into existence on 11 February 1929 by the Lateran Treaty between the Holy See and Italy, which spoke of it as a new creation, not as a vestige of the much larger Papal States (756–1870), which had previously encompassed much of Central Italy.
Vatican City contains religious and cultural sites such as St. Peter's Basilica, the Sistine Chapel, the Vatican Apostolic Library, and the Vatican Museums. They feature some of the world's most famous paintings and sculptures. The unique economy of Vatican City is supported financially by donations from the faithful, by the sale of postage stamps and souvenirs, fees for admission to museums, and sales of publications. Vatican City has no taxes, and items are duty-free.

"
Montpellier,France,43.6112422,3.8767337,Montpellier,"Montpellier (UK: , US: , French: [mɔ̃pəlje, -pɛl-] ; Occitan: Montpelhièr [mumpeˈʎɛ]) is a city in southern France near the Mediterranean Sea. One of the largest urban centres in the region of Occitania, Montpellier is the prefecture of the department of Hérault. At the 2020 census, 299,096 people lived in the city proper, while its metropolitan area had a population of 813,272. The inhabitants are called Montpelliérains.
In the Middle Ages, Montpellier was an important city of the Crown of Aragon (and was the birthplace of James I), and then of Majorca, before its sale to France in 1349. Established in 1220, the University of Montpellier is one of the oldest universities in the world and has the oldest medical school still in operation, with notable alumni such as Petrarch, Nostradamus and François Rabelais. Above the medieval city, the ancient citadel of Montpellier is a stronghold built in the seventeenth century by Louis XIII of France.
Since the 1990s, Montpellier has experienced one of the strongest economic and demographic growths in the country. Its urban area has experienced the highest population growth in France since the year 2000. Numbering 70,000, students comprise nearly one-fourth of its population, one of the highest such proportions in Europe. Its living environment, with one of Europe's largest pedestrian areas, along with its rich cultural life and Mediterranean climate, explains the enthusiasm for the city, which is nicknamed the ""Gifted"". Montpellier was nominated for ""Best Emerging Culture City of the Year 2017"" by the think tank LCD. It is ranked as a Sufficiency city by the Globalization and World Cities Research Network."
Trieste,Italy,45.6496485,13.7772781,Trieste,"Trieste ( tree-EST, Italian: [triˈɛste] ) is a city and seaport in northeastern Italy. It is the capital and largest city of the autonomous region of Friuli-Venezia Giulia, as well as of the regional decentralization entity of Trieste.
Trieste is located at the head of the Gulf of Trieste, on a narrow strip of Italian territory lying between the Adriatic Sea and Slovenia; Slovenia lies close, at approximately 8 km (5 mi) east and 10–15 km (6–9 mi) southeast of the city, while Croatia is about 30 km (19 mi) to the south of the city.
The city has a long coastline and is surrounded by grassland, forest, and karstic areas. In 2022, it had a population of 204,302.
Trieste belonged to the Habsburg monarchy from 1382 until 1918. In the 19th century, the monarchy was one of the Great Powers of Europe and Trieste was its most important seaport. As a prosperous trading hub in the Mediterranean region, Trieste grew to become the fourth largest city of the Austro-Hungarian Empire (after Vienna, Budapest, and Prague). At the turn of the century, it emerged as an important hub for literature and music. Trieste underwent an economic revival during the 1930s, and the Free Territory of Trieste became a major site of the struggle between the Eastern and Western blocs after the Second World War.
Trieste, a deep-water port, is a maritime gateway for northern Italy, Germany, Austria and Central Europe. It is considered the end point of the maritime Silk Road, with its connections to the Suez Canal and Turkey. Since the 1960s, Trieste has emerged as a prominent research location in Europe because of its many international organisations and institutions. The city lies at the intersection of Latin, Slavic and Germanic cultures, where Central Europe meets the Mediterranean Sea, and is home to diverse ethnic groups and religious communities.
Trieste has the highest percentage of researchers in Europe in relation to population. Città della Barcolana (""City of the Barcolana""), Città della bora (""City of the bora""), Città del vento (""City of Wind""), ""Vienna by the sea"" and ""City of Coffee"" are epithets used to describe Trieste."
Iași,Romania,47.1615416,27.5837224,Iași,"Iași (UK:  YASH-ee, US:  YAHSH(-ee), Romanian: [ˈjaʃʲ] ; also known by other alternative names), also referred to mostly historically as Jassy (UK:  YASS-ee, US:  YAH-see), is the third largest city in Romania and the seat of Iași County. Located in the historical region of Moldavia, it has traditionally been one of the leading centres of Romanian social, cultural, academic and artistic life. The city was the capital of the Principality of Moldavia from 1564 to 1859, then of the United Principalities from 1859 to 1862, and the capital of Romania from 1916 to 1918.
Known as the Cultural Capital of Romania, Iași is a symbol of Romanian history. Historian Nicolae Iorga stated that ""there should be no Romanian who does not know of it"". Still referred to as ""The Moldavian Capital"", Iași is the main economic and business centre of Romania's Moldavian region. In December 2018, Iași was officially declared the Historical Capital of Romania.
At the 2021 census, the city-proper had a population of 271,692, its metropolitan area had a population of 423,154, whereas more than 500,000 people live within its peri-urban area. Counting 500,668 residents (as of 2018), the Iași urban area is the second most populous in Romania after Bucharest. 
Home to the oldest Romanian university and to the first engineering school, Iași is one of the most important education and research centres of the country, accommodating over 60,000 students in five public universities. The social and cultural life revolves around the Vasile Alecsandri National Theatre (the oldest in Romania), the Moldova State Philharmonic, the Opera House, the Iași Athenaeum, the Botanical Garden (the oldest and largest in Romania), the Central University Library (the oldest in Romania), the cultural centres and festivals, an array of museums, memorial houses, religious and historical monuments. The city is also known as the site of the largest Romanian pilgrimage which takes place every year, in October."
Utrecht,Netherlands,52.080985600000005,5.12768396945229,Utrecht,"Utrecht ( YOO-trekt, Dutch: [ˈytrɛxt] , Utrecht dialect: Utreg [ˈytʁɛχ]) is the fourth-largest city of the Netherlands, as well as the capital and the most populous city of the province of Utrecht. The municipality of Utrecht is located in the eastern part of the Randstad conurbation, in the very centre of mainland Netherlands, and includes Haarzuilens, Vleuten en De Meern. It has a population of 361,699 as of December 2021.
Utrecht's ancient city centre features many buildings and structures, several dating as far back as the High Middle Ages. It has been the religious centre of the Netherlands since the 8th century. In 1579, the Union of Utrecht was signed in the city to lay the foundations for the Dutch Republic. Utrecht was the most important city in the Netherlands until the Dutch Golden Age, when it was surpassed by Amsterdam as the country's cultural centre and most populous city.
Utrecht is home to Utrecht University, the largest university in the Netherlands, as well as several other institutions of higher education. Due to its central position within the country, it is an important hub for both rail and road transport; it has the busiest train station in the Netherlands, Utrecht Centraal. It has the second-highest number of cultural events in the Netherlands, after Amsterdam. In 2012, Lonely Planet included Utrecht in the top 10 of the world's unsung places."
Madrid,Spain,40.4167047,-3.7035825,Madrid,"Madrid ( mə-DRID, Spanish: [maˈðɾið] ) is the capital and most populous city of Spain. The city has almost 3.4 million inhabitants and a metropolitan area population of approximately 7 million. It is the second-largest city in the European Union (EU), and its monocentric metropolitan area is the second-largest in the EU. The municipality covers 604.3 km2 (233.3 sq mi) geographical area. Madrid lies on the River Manzanares in the central part of the Iberian Peninsula at about 650 meters above mean sea level. The capital city of both Spain and the surrounding autonomous community of Madrid (since 1983), it is also the political, economic, and cultural centre of the country. The climate of Madrid features hot summers and cool winters.
The Madrid urban agglomeration has the second-largest GDP in the European Union and its influence in politics, education, entertainment, environment, media, fashion, science, culture, and the arts all contribute to its status as one of the world's major global cities. Due to its economic output, high standard of living, and market size, Madrid is considered the major financial centre and the leading economic hub of the Iberian Peninsula and of Southern Europe. The metropolitan area hosts major Spanish companies such as Telefónica, Iberia, BBVA and FCC. It concentrates the bulk of banking operations in the country and it is the Spanish-speaking city generating the largest number of webpages. For innovation, Madrid is ranked 19th in the world and 7th in Europe from 500 cities, in the 2022–2023 annual analysts Innovation Cities Index, published by 2ThinkNow.
Madrid houses the headquarters of the UN's World Tourism Organization (UNWTO), the Ibero-American General Secretariat (SEGIB), the Organization of Ibero-American States (OEI), and the Public Interest Oversight Board (PIOB). It also hosts major international regulators and promoters of the Spanish language: the Standing Committee of the Association of Spanish Language Academies, headquarters of the Royal Spanish Academy (RAE), the Instituto Cervantes and the Foundation of Urgent Spanish (FundéuRAE). Madrid organises fairs such as FITUR, ARCO, SIMO TCI and the Madrid Fashion Week. Madrid is home to two world-famous football clubs, Real Madrid and Atlético Madrid.
While Madrid possesses modern infrastructure, it has preserved the look and feel of many of its historic neighbourhoods and streets. Its landmarks include the Plaza Mayor, the Royal Palace of Madrid; the Royal Theatre with its restored 1850 Opera House; the Buen Retiro Park, founded in 1631; the 19th-century National Library building (founded in 1712) containing some of Spain's historical archives; many national museums, and the Golden Triangle of Art, located along the Paseo del Prado and comprising three art museums: Prado Museum, the Reina Sofía Museum, a museum of modern art, and the Thyssen-Bornemisza Museum, which complements the holdings of the other two museums. Cibeles Palace and Fountain has become one of the monument symbols of the city. The mayor is José Luis Martínez-Almeida from the People's Party.

"
Glasgow,United Kingdom,55.861155,-4.2501687,Glasgow,"Glasgow (UK:  GLA(H)Z-goh, GLA(H)SS-; Scots: Glesca [ˈɡleskə] or Glesga [ˈɡlezɡə]; Scottish Gaelic: Glaschu [ˈkl̪ˠas̪əxu]) is the most populous city in Scotland, the third-most populous city in the United Kingdom, and the 27th-most populous city in Europe. In 2022, it had an estimated population as a defined locality of
632,350 and anchored an urban settlement of
1,028,220. Glasgow became a county in 1893, the city having previously been in the historic county of Lanarkshire, and later growing to also include settlements that were once part of Renfrewshire and Dunbartonshire. It now forms the Glasgow City Council area, one of the 32 council areas of Scotland, and is administered by Glasgow City Council.
The city is a member of the Core Cities Group, having the largest economy in Scotland and the third-highest GDP per capita of any city in the UK. Glasgow's major cultural institutions enjoy international reputations including The Royal Conservatoire of Scotland, Burrell Collection, Kelvingrove Art Gallery and Museum, Royal Scottish National Orchestra, BBC Scottish Symphony Orchestra, Scottish Ballet and Scottish Opera. The city was the European Capital of Culture in 1990 and is notable for its architecture, culture, media, music scene, sports clubs and transport connections. It is the fifth-most visited city in the United Kingdom. The city hosted the 2021 United Nations Climate Change Conference (COP26) at its main events venue, the SEC Centre. Glasgow hosted the 2014 Commonwealth Games and the first European Championships in 2018, was one of the host cities for UEFA Euro 2020, and will be a host city of the UEFA Euro 2028. The city is also well known in the sporting world for football, particularly for the Old Firm rivalry.
Glasgow grew from a small rural settlement close to Glasgow Cathedral and descending to the River Clyde to become the largest seaport in Scotland, and tenth largest by tonnage in Britain. Expanding from the medieval bishopric and episcopal burgh (subsequently royal burgh), and the later establishment of the University of Glasgow in the 15th century, it became a major centre of the Scottish Enlightenment in the 18th century. From the 18th century onwards, the city also grew as one of Britain's main hubs of oceanic trade with North America and the West Indies; soon followed by the Orient, India, and China. With the onset of the Industrial Revolution, the population and economy of Glasgow and the surrounding region expanded rapidly to become one of the world's pre-eminent centres of chemicals, textiles and engineering; most notably in the shipbuilding and marine engineering industry, which produced many innovative and famous vessels. Glasgow was the ""Second City of the British Empire"" for much of the Victorian and Edwardian eras.
In the late 19th and early 20th centuries, Glasgow's population grew rapidly, reaching a peak of 1,127,825 people in 1938 (with a higher density and within a smaller territory than in subsequent decades). The population was greatly reduced following comprehensive urban renewal projects in the 1960s which resulted in large-scale relocation of people to designated new towns, such as Cumbernauld, Livingston, East Kilbride and peripheral suburbs, followed by successive boundary changes. Over 1,000,000 people live in the Greater Glasgow contiguous urban area, while the wider Glasgow City Region is home to over 1,800,000 people, equating to around 33% of Scotland's population. The city has one of the highest densities of any locality in Scotland at 4,023/km2.

"
San Marino,San Marino,43.9458623,12.458306,San Marino,"San Marino (  SAN mə-REE-noh, Italian: [sam maˈriːno]; Romagnol: San Maréin or San Maroin), officially the Republic of San Marino (Italian: Repubblica di San Marino) and also known as the Most Serene Republic of San Marino (Italian: Serenissima Repubblica di San Marino), is a European microstate and enclave within Italy. Located on the northeastern side of the Apennine Mountains, it is the fifth-smallest country in the world, with a land area of just over 61 km2 (23+1⁄2 sq mi) and a population of 33,660 as of 2022.
San Marino is a landlocked country; however, its northeastern end is within ten kilometres (six miles) of the Italian city of Rimini on the Adriatic coast. The country's capital city, the City of San Marino, is located atop Monte Titano, while its largest settlement is Dogana, within the municipality of Serravalle. San Marino's official language is Italian.
The country derives its name from Saint Marinus, a stonemason from the then-Roman island of Rab in present-day Croatia. According to legendary accounts, he was born in 275 AD, participated in the rebuilding of Rimini's city walls after their destruction by Liburnian pirates, and later founded an independent monastic community on Monte Titano in 301 AD; thus, San Marino lays claim to being the oldest extant sovereign state, as well as the oldest constitutional republic.
Uniquely, San Marino's constitution dictates that its democratically elected legislature, the Grand and General Council, must elect two heads of state every six months. Known as the Captains Regent, they serve concurrently and with equal powers.
The country's economy is mainly based on finance, industry, services, retail, and tourism. It is one of the wealthiest countries in the world in GDP per capita, with a figure comparable to the most developed European regions. Despite this, its Human Development Index score is 44th, the lowest in Western Europe. Its healthcare system ranked third in the first ever World Health Organization analysis of the world's health systems."
Tirana,Albania,41.3281482,19.8184435,Tirana,"Tirana (  tih-RAH-nə, Albanian pronunciation: [tiˈɾana]; Gheg Albanian: Tirona) is the capital and largest city of Albania. It is located in the centre of the country, enclosed by mountains and hills with Dajti rising to the east and a slight valley to the northwest overlooking the Adriatic Sea in the distance. It is among the wettest and sunniest cities in Europe, with 2,544 hours of sun per year.
Tirana was founded as a city in 1614 by the Ottoman Albanian general Sylejman Pasha Bargjini and flourished by then around the Old Mosque and the türbe. The area that today corresponds to the city's territory has been continuously inhabited since the Iron Age. It was inhabited by Illyrians, and was most likely the core of the Illyrian Kingdom of the Taulantii, which in Classical Antiquity was centred in the hinterland of Epidamnus. Following the Illyrian Wars it was annexed by Rome and became an integral part of the Roman Empire. The heritage of that period is still evident and represented by the Mosaics of Tirana. Later, in the 5th and 6th centuries, an Early Christian basilica was built around this site.
After the Roman Empire split into East and West in the 4th century, its successor the Byzantine Empire took control over most of Albania, and built the Petrelë Castle in the reign of Justinian I. The city was fairly unimportant until the 20th century, when the Congress of Lushnjë proclaimed it as Albania's capital, after the Albanian Declaration of Independence in 1912.
Classified as a gamma-world-city, Tirana is the most important economic, financial, political and trade centre in Albania due to its significant location in the centre of the country and its modern air, maritime, rail and road transportation. It is the seat of power of the Government of Albania, with the official residences of the President and Prime Minister of Albania, and the Parliament of Albania. The city was announced as the European Youth Capital for 2022."
Padua,Italy,45.4077172,11.8734455,Padua,"Padua ( PAD-ew-ə; Italian: Padova [ˈpaːdova] ; Venetian: Pàdova, Pàdoa or Pàoa) is a city and comune in Veneto, northern Italy, and the capital of the eponymous province of Padua. The city lies on the banks of the river Bacchiglione, 40 kilometres (25 miles) west of Venice and 29 km (18 miles) southeast of Vicenza, and has a population of 214,000 (as of 2011). It is also the economic and communications hub of the area. Padua is sometimes included, with Venice and Treviso, in the Padua-Treviso-Venice Metropolitan Area (PATREVE) which has a population of around 2,600,000.
Besides the Bacchiglione, the Brenta River, which once ran through the city, still touches the northern districts. Its agricultural setting is the Venetian Plain. To the city's south west lies the Euganaean Hills, which feature in poems by Lucan, Martial, Petrarch, Ugo Foscolo, and Shelley.
Padua appears twice in the UNESCO World Heritage List: for its Botanical Garden, the most ancient of the world, and the 14th-century frescoes, situated in different buildings of the city centre. – an example is the Scrovegni Chapel painted by Giotto at the beginning of 1300.
The city is picturesque, with a dense network of arcaded streets opening into large communal piazze (squares), and many bridges crossing the various branches of the Bacchiglione, which once surrounded the ancient walls like a moat.
Saint Anthony, the patron saint of the city, was a Portuguese Franciscan who spent part of his life in the city and died there in 1231.
Padua is home to one of the oldest universities in the world, the University of Padua, founded in 1222 and where figures such as Galileo Galilei and Nicolaus Copernicus have taught or studied. In 1610, Galileo observed the moons of Jupiter through a homemade telescope in Padua, marking the second phase of the Copernican Revolution. Today, the university has around 72,000 students and has a profound impact on the city's recreational, artistic and economic activities.
Padua is also the setting for most of the action in Shakespeare's The Taming of the Shrew and the namesake of Oscar Wilde's The Duchess of Padua.
Its inhabitants sometimes call Padua ""the city of the three withouts"", because it is  home to the ""café without doors"" (the Pedrocchi Café, which traditionally never closed), ""the meadow without grass"" (the Prato della Valle, a former bog that has been converted into one of the largest squares in Europe), and the ""saint without a name"" (because Paduans traditionally refer to Saint Anthony of Padua simply as ""the Saint"")."
